名称,地址,房型,面积,朝向,装修,楼层,建成时间,楼层结构,总价格,平方价格,关注度,发布时间
恒大天府半岛三期 3室2厅 西北 北,锦江生态带,3室2厅,118.24平米,西北 北,精装,48层,2019年建,板楼,225万,"19,030元/平",3人关注,1个月以前发布
理想城 3室2厅 东南,理工大,3室2厅,74.27平米,东南,精装,高楼层(共32层),2017年建,塔楼,192万,"25,852元/平",6人关注,1个月以前发布
德商华府天骄 3室2厅 西,华府,3室2厅,65.9平米,西,精装,低楼层(共29层),2016年建,塔楼,173万,"26,252元/平",4人关注,1个月以前发布
万科双水岸 3室2厅 南,毗河,3室2厅,101.7平米,南,简装,高楼层(共18层),2007年建,板塔结合,128万,"12,587元/平",2人关注,1个月以前发布
派克公馆 1室2厅 南,成外,1室2厅,67.68平米,南,精装,低楼层(共14层),2008年建,板塔结合,75万,"11,082元/平",1人关注,4个月以前发布
凯德卓锦万黛 3室1厅 东北,大面,3室1厅,89.15平米,东北,精装,低楼层(共39层),2015年建,板塔结合,147万,"16,490元/平",1人关注,2个月以前发布
富力桃园B区 3室2厅 北,毗河,3室2厅,116.26平米,北,毛坯,低楼层(共32层),2015年建,板塔结合,129.8万,"11,165元/平",2人关注,1个月以前发布
恒大御府 3室2厅 南 北,新都城区,3室2厅,89.76平米,南 北,精装,高楼层(共32层),2019年建,板楼,79万,"8,802元/平",4人关注,4个月以前发布
天湖湾 4室2厅 南,华府,4室2厅,139.09平米,南,精装,中楼层(共17层),2021年建,板楼,343万,"24,661元/平",4人关注,4个月以前发布
卫雅苑 3室1厅 西 东,双楠,3室1厅,98.83平米,西 东,毛坯,中楼层(共6层),2000年建,板楼,128万,"12,952元/平",4人关注,1个月以前发布
华润橡树湾B区 3室2厅 西南,橡树湾,3室2厅,62.4平米,西南,精装,中楼层(共34层),2013年建,板塔结合,99.8万,"15,994元/平",1人关注,2个月以前发布
龙城1号 3室2厅 南 北,大面,3室2厅,144.03平米,南 北,精装,中楼层(共6层),2008年建,板楼,222万,"15,414元/平",17人关注,5个月以前发布
南府锦 3室2厅 南,九眼桥,3室2厅,117.04平米,南,简装,中楼层(共18层),2004年建,板塔结合,213万,"18,199元/平",8人关注,4个月以前发布
中华家园西区 3室2厅 南,西南财大,3室2厅,122.69平米,南,精装,中楼层(共7层),2004年建,板楼,240万,"19,562元/平",3人关注,12天以前发布
今日花园 3室2厅 东南,犀浦,3室2厅,114平米,东南,其他,低楼层(共6层),2006年建,板楼,102万,"8,948元/平",0人关注,10天以前发布
凯悦新城 1室1厅 东南,川音,1室1厅,33.07平米,东南,简装,中楼层(共12层),2005年建,塔楼,45万,"13,608元/平",2人关注,6天以前发布
禾嘉利好 3室1厅 南,金牛万达,3室1厅,91.94平米,南,简装,高楼层(共18层),2007年建,板塔结合,113万,"12,291元/平",2人关注,9天以前发布
水韵天府 3室1厅 东,五块石,3室1厅,107.23平米,东,简装,中楼层(共18层),2006年建,板楼,125万,"11,658元/平",0人关注,12天以前发布
名士公馆 4室2厅 南 北,航空路,4室2厅,156.53平米,南 北,其他,低楼层(共11层),2003年建,板楼,299万,"19,102元/平",0人关注,14天以前发布
大庆蜀苑 2室1厅 东南,国色天乡,2室1厅,88.06平米,东南,精装,中楼层(共5层),2008年建,板楼,60.8万,"6,905元/平",1人关注,8天以前发布
锦江城市花园二期 2室2厅 西南,三圣乡,2室2厅,71.71平米,西南,简装,高楼层(共34层),2010年建,板塔结合,118万,"16,456元/平",1人关注,10天以前发布
中德英伦联邦B区 3室1厅 西 西北,中德,3室1厅,74.36平米,西 西北,精装,高楼层(共43层),2018年建,板塔结合,199万,"26,762元/平",0人关注,14天以前发布
瀚城新天地 3室1厅 南,青白江,3室1厅,99.4平米,南,简装,低楼层(共33层),2019年建,板塔结合,74.8万,"7,526元/平",0人关注,10天以前发布
玲珑郡 3室1厅 西北,簇桥,3室1厅,94.51平米,西北,简装,低楼层(共13层),2012年建,板楼,182万,"19,258元/平",2人关注,10天以前发布
中道街131号 2室1厅 东南,红星路,2室1厅,47.1平米,东南,简装,中楼层(共6层),1991年建,板楼,125万,"26,540元/平",2人关注,7天以前发布
三洲娇子苑 1室0厅 东南,红星路,1室0厅,38.39平米,东南,简装,高楼层(共6层),2005年建,塔楼,135万,"35,166元/平",0人关注,4天以前发布
华宇阳光水岸 2室1厅 东南,驷马桥,2室1厅,65.56平米,东南,精装,中楼层(共21层),2010年建,板塔结合,110万,"16,779元/平",2人关注,6天以前发布
蓝光幸福满庭 3室2厅 东南,犀浦,3室2厅,73.07平米,东南,精装,低楼层(共26层),2015年建,板塔结合,115万,"15,739元/平",1人关注,8天以前发布
华凌尚城 3室2厅 东,五块石,3室2厅,129.44平米,东,简装,中楼层(共11层),2006年建,板楼,180万,"13,907元/平",0人关注,12天以前发布
保利爱尚里 3室1厅 南,大丰,3室1厅,81.34平米,南,精装,低楼层(共32层),2018年建,板楼,129万,"15,860元/平",0人关注,8天以前发布
华润公园九里 3室2厅 西,蛟龙港,3室2厅,90.36平米,西,精装,中楼层(共27层),2018年建,板塔结合,170万,"18,814元/平",1人关注,12天以前发布
海骏达蜀都1号一期北区 2室2厅 西北,郫县城区,2室2厅,60.28平米,西北,精装,中楼层(共25层),2013年建,塔楼,83万,"13,770元/平",0人关注,10天以前发布
蜀郡 4室1厅 南,华阳,4室1厅,169.61平米,南,精装,高楼层(共4层),2010年建,板塔结合,485万,"28,596元/平",9人关注,9天以前发布
华宇阳光四季 2室1厅 南,驷马桥,2室1厅,63.07平米,南,精装,中楼层(共17层),2010年建,板塔结合,119万,"18,868元/平",0人关注,10天以前发布
融锦城 3室2厅 东,驷马桥,3室2厅,87.73平米,东,简装,高楼层(共20层),2014年建,板塔结合,170万,"19,378元/平",1人关注,11天以前发布
佳兆业君汇上品 3室2厅 南,南湖,3室2厅,94.82平米,南,精装,中楼层(共33层),2013年建,板塔结合,185万,"19,511元/平",1人关注,7天以前发布
中洲里程 3室1厅 南,万年场,3室1厅,96.96平米,南,简装,高楼层(共34层),2019年建,板塔结合,229万,"23,618元/平",3人关注,13天以前发布
北大资源燕楠国际 3室2厅 西,蛟龙港,3室2厅,85.27平米,西,精装,中楼层(共13层),2017年建,板塔结合,162万,"18,999元/平",0人关注,10天以前发布
瀚城国际 3室1厅 南,青白江,3室1厅,115平米,南,精装,中楼层(共26层),2015年建,塔楼,86.9万,"7,557元/平",1人关注,2个月以前发布
省送变电站宿舍 3室1厅 南,双楠,3室1厅,88.7平米,南,精装,低楼层(共7层),2000年建,板楼,108.6万,"12,244元/平",7人关注,4个月以前发布
森宇音乐花园 4室2厅 东北,花都大道,4室2厅,196.48平米,东北,毛坯,高楼层(共6层),2004年建,板楼,169万,"8,602元/平",46人关注,一年前发布
万锦城 3室1厅 南 北,华府,3室1厅,78.31平米,南 北,精装,低楼层(共34层),2016年建,板塔结合,160万,"20,432元/平",3人关注,1个月以前发布
保利花园二期 3室2厅 东北,新双楠,3室2厅,131.34平米,东北,精装,低楼层(共17层),2012年建,板楼,365万,"27,791元/平",1人关注,3个月以前发布
华府金沙 3室2厅 南,金沙,3室2厅,141.97平米,南,精装,高楼层(共32层),2008年建,塔楼,375万,"26,415元/平",10人关注,一年前发布
合能四季城三期 3室1厅 东南,犀浦,3室1厅,85.3平米,东南,精装,中楼层(共26层),2013年建,板塔结合,103万,"12,076元/平",5人关注,3个月以前发布
阳光100米娅中心一期 1室1厅 北,万年场,1室1厅,55.9平米,北,精装,高楼层(共32层),2014年建,板塔结合,89.8万,"16,065元/平",10人关注,一年前发布
优品道二期 3室2厅 西,优品道,3室2厅,124.79平米,西,精装,高楼层(共18层),2008年建,板塔结合,360万,"28,849元/平",17人关注,一年前发布
万科金域蓝湾二期 3室2厅 东 东北,建设路,3室2厅,84.68平米,东 东北,简装,低楼层(共35层),2009年建,塔楼,199万,"23,501元/平",8人关注,1个月以前发布
凤翔华庭 3室2厅 南,驷马桥,3室2厅,112.42平米,南,简装,中楼层(共17层),2006年建,板楼,126万,"11,208元/平",11人关注,9个月以前发布
美城悦荣府 3室2厅 南,华阳,3室2厅,105.49平米,南,毛坯,高楼层(共34层),2017年建,板塔结合,255万,"24,173元/平",2人关注,3个月以前发布
华都美林湾 3室2厅 西北,三圣乡,3室2厅,125.17平米,西北,简装,中楼层(共32层),2012年建,塔楼,235万,"18,775元/平",12人关注,4个月以前发布
居然小区 2室2厅 东北,高家庄,2室2厅,89.66平米,东北,精装,高楼层(共24层),2012年建,板塔结合,93万,"10,373元/平",12人关注,8个月以前发布
一品雅居 3室1厅 南,新都城区,3室1厅,114.36平米,南,精装,高楼层(共20层),2018年建,板塔结合,120万,"10,494元/平",3人关注,1个月以前发布
百草园 3室2厅 南 北,府南新区,3室2厅,107.02平米,南 北,精装,中楼层(共6层),2002年建,板楼,166万,"15,512元/平",15人关注,5个月以前发布
华宇阳光四季 2室1厅 西北,驷马桥,2室1厅,79.96平米,西北,精装,高楼层(共17层),2010年建,板塔结合,145万,"18,135元/平",1人关注,1个月以前发布
恒大新城一期 3室1厅 南,光华大道沿线,3室1厅,128.97平米,南,精装,低楼层(共30层),2016年建,板塔结合,158万,"12,251元/平",3人关注,4个月以前发布
蓝光COCO时代 3室1厅 东北,八里小区,3室1厅,85.46平米,东北,简装,高楼层(共34层),2014年建,板塔结合,159万,"18,606元/平",15人关注,8个月以前发布
华邑阳光里 3室2厅 东南,犀浦,3室2厅,76.03平米,东南,精装,中楼层(共30层),2015年建,板塔结合,110万,"14,468元/平",1人关注,3个月以前发布
蓝天路1号 3室1厅 南,芳草,3室1厅,85.65平米,南,简装,中楼层(共6层),1991年建,板楼,118万,"13,777元/平",5人关注,1个月以前发布
佳兆业君汇上品 3室2厅 西,南湖,3室2厅,128.51平米,西,精装,高楼层(共33层),2013年建,板塔结合,234万,"18,209元/平",11人关注,8个月以前发布
光华苑一期 2室1厅 南,草堂,2室1厅,69.89平米,南,简装,高楼层(共7层),2000年建,塔楼,85万,"12,162元/平",2人关注,12天以前发布
御龙山二期 2室1厅 东 东北,万年场,2室1厅,83.37平米,东 东北,精装,低楼层(共44层),2017年建,板塔结合,186万,"22,311元/平",9人关注,9天以前发布
香榭国际 2室2厅 东,中和,2室2厅,70.57平米,东,精装,低楼层(共27层),2012年建,塔楼,162万,"22,956元/平",3人关注,12天以前发布
新丰嘉苑 3室2厅 西北,大丰,3室2厅,88.34平米,西北,简装,高楼层(共18层),2013年建,塔楼,85万,"9,622元/平",0人关注,11天以前发布
临江路9号 2室1厅 西,川音,2室1厅,65.36平米,西,简装,中楼层(共6层),2002年建,板楼,112万,"17,136元/平",1人关注,8天以前发布
万科金润华府 2室1厅 东北,沙河堡,2室1厅,64.51平米,东北,精装,低楼层(共35层),2012年建,塔楼,170万,"26,353元/平",0人关注,10天以前发布
浅水半岛一期 2室1厅 西北,八里小区,2室1厅,88.72平米,西北,精装,中楼层(共27层),2008年建,板塔结合,142万,"16,006元/平",0人关注,9天以前发布
马鞍北路社区 2室1厅 东南,马鞍路,2室1厅,61.79平米,东南,简装,中楼层(共6层),2000年建,板塔结合,61万,"9,873元/平",2人关注,11天以前发布
天空城 2室2厅 东南,万年场,2室2厅,86.05平米,东南,毛坯,中楼层(共28层),2010年建,塔楼,145万,"16,851元/平",1人关注,8天以前发布
清江美庐 2室2厅 东,外光华,2室2厅,59.99平米,东,精装,中楼层(共18层),2013年建,塔楼,105万,"17,503元/平",0人关注,7天以前发布
壹号公馆 1室1厅 北,草市街,1室1厅,51.99平米,北,简装,中楼层(共29层),2008年建,塔楼,55万,"10,579元/平",6人关注,8天以前发布
摩根中心 2室1厅 西北,九眼桥,2室1厅,81.77平米,西北,精装,中楼层(共40层),2012年建,塔楼,165万,"20,179元/平",1人关注,8天以前发布
华馨名屋 1室1厅 东南,外双楠,1室1厅,52.56平米,东南,简装,低楼层(共6层),2004年建,板楼,75万,"14,270元/平",0人关注,8天以前发布
绿地世纪城 2室1厅 南,驷马桥,2室1厅,73.63平米,南,精装,低楼层(共21层),2012年建,塔楼,116万,"15,755元/平",1人关注,8天以前发布
清水河畔 1室1厅 西南,外金沙,1室1厅,50.09平米,西南,其他,低楼层(共23层),2008年建,板塔结合,63.8万,"12,738元/平",1人关注,12天以前发布
温哥华花园 2室1厅 东南,航空港,2室1厅,91.57平米,东南,精装,高楼层(共16层),2009年建,塔楼,120万,"13,105元/平",2人关注,9天以前发布
西岸观邸 2室1厅 东北,国宾,2室1厅,81.76平米,东北,精装,高楼层(共32层),2013年建,板塔结合,142万,"17,368元/平",0人关注,10天以前发布
鑫苑名家一期 2室1厅 东南,卓锦城,2室1厅,55.52平米,东南,简装,高楼层(共34层),2011年建,板塔结合,85万,"15,310元/平",0人关注,8天以前发布
光华碧邻 2室1厅 南,外光华,2室1厅,61.73平米,南,精装,高楼层(共20层),2005年建,塔楼,128万,"20,736元/平",0人关注,9天以前发布
石人南路35号 2室1厅 西南,府南新区,2室1厅,63.57平米,西南,简装,中楼层(共7层),1996年建,板楼,78万,"12,270元/平",1人关注,14天以前发布
曼哈顿自然派 2室2厅 南 北,航空路,2室2厅,106.47平米,南 北,精装,低楼层(共19层),2005年建,板楼,145万,"13,619元/平",0人关注,10天以前发布
映日荷花 2室1厅 西,五块石,2室1厅,58.42平米,西,简装,高楼层(共23层),2009年建,板塔结合,70万,"11,983元/平",1人关注,9天以前发布
电子科大东院 2室1厅 东南,八里小区,2室1厅,80.31平米,东南,简装,低楼层(共18层),2000年建,板塔结合,110万,"13,697元/平",0人关注,10天以前发布
长荣苑 2室1厅 南 北,西南交大,2室1厅,58.81平米,南 北,精装,中楼层(共6层),2008年建,板楼,76万,"12,923元/平",6人关注,8天以前发布
九龙仓时代小镇 2室2厅 西北,蛟龙港,2室2厅,68.65平米,西北,简装,中楼层(共11层),2014年建,板塔结合,113万,"16,461元/平",1人关注,8天以前发布
保利香槟光华 2室1厅 北 东,万家湾,2室1厅,56.01平米,北 东,精装,中楼层(共18层),2014年建,塔楼,136万,"24,282元/平",1人关注,14天以前发布
三街坊社区 2室1厅 西南 东南,新华公园,2室1厅,66.68平米,西南 东南,精装,中楼层(共5层),1994年建,板楼,74万,"11,098元/平",1人关注,8天以前发布
海上海南苑 2室1厅 西南,成渝立交,2室1厅,67.17平米,西南,精装,高楼层(共32层),2015年建,塔楼,147.3万,"21,930元/平",0人关注,11天以前发布
麦田国际社区 2室1厅 西,新都城区,2室1厅,71.91平米,西,精装,26层,2015年建,板塔结合,76万,"10,569元/平",0人关注,8天以前发布
润和原筑 2室1厅 南,东苑,2室1厅,81.17平米,南,简装,中楼层(共19层),2007年建,板楼,96.8万,"11,926元/平",2人关注,9天以前发布
世纪光华 2室1厅 东南 南,花都大道,2室1厅,82.67平米,东南 南,简装,低楼层(共11层),2007年建,板塔结合,70万,"8,468元/平",0人关注,11天以前发布
上风苑 2室1厅 西北,红光,2室1厅,69.43平米,西北,精装,中楼层(共28层),2012年建,塔楼,61.8万,"8,902元/平",0人关注,11天以前发布
德盛路75号 2室1厅 南,草市街,2室1厅,50.99平米,南,精装,高楼层(共7层),1987年建,板楼,46万,"9,022元/平",4人关注,9天以前发布
翰林上岛 2室1厅 东南,航空港,2室1厅,70.12平米,东南,精装,中楼层(共16层),2008年建,塔楼,122万,"17,399元/平",0人关注,9天以前发布
双顺路4号 2室1厅 南,府南新区,2室1厅,65.67平米,南,简装,中楼层(共7层),2002年建,板楼,79万,"12,030元/平",0人关注,8天以前发布
新鸿路342号院 2室1厅 南 东南,新华公园,2室1厅,73.51平米,南 东南,精装,中楼层(共6层),1992年建,板楼,75万,"10,203元/平",0人关注,7天以前发布
中道街99号 2室1厅 东南,红星路,2室1厅,60.17平米,东南,简装,低楼层(共7层),1994年建,板楼,149.5万,"24,847元/平",4人关注,14天以前发布
金南园 2室2厅 南 北,四河,2室2厅,89.26平米,南 北,精装,中楼层(共6层),2004年建,板楼,127万,"14,229元/平",2人关注,12天以前发布
南湖国际社区一期 2室2厅 南,南湖,2室2厅,77.62平米,南,精装,低楼层(共34层),2010年建,塔楼,145万,"18,681元/平",0人关注,8天以前发布
